,Modification,Size,BPCY,WYIELD,ModificationType
10,"{'YGL125W': 32, 'YLR044C': 32, 'YCR105W': 0, 'YGR208W': 0, 'YER060W-A': 0, 'YDL245C': 0, 'YJR095W': 0, 'YFL030W': 0, 'YBR263W': 0}",9,-0.0,0.015463889758084434,3.888888888888889
2,"{'YGL125W': 32, 'YLR044C': 32, 'YCR105W': 0, 'YGR208W': 0, 'YER060W-A': 0, 'YDL245C': 0, 'YOL049W': 0, 'YJR095W': 0, 'YFL030W': 0, 'YBR263W': 0}",10,-0.0,0.015463889757842485,4.0
4,"{'YGL125W': 32, 'YLR044C': 32, 'YGR143W': 0, 'YDL245C': 0, 'YBR127C': 0, 'YER060W-A': 0, 'YIL124W': 0, 'YJR095W': 0, 'YHR025W': 0.0625, 'YOL049W': 0}",10,-0.0,0.5224313048945919,3.7
7,"{'YGL125W': 32, 'YLR044C': 32, 'YCR105W': 0, 'YGR208W': 0, 'YDL245C': 0, 'YER060W-A': 0, 'YDR178W': 0, 'YJR095W': 0, 'YFL030W': 0, 'YHR025W': 0.5}",10,0.000157987783129072,0.03300732637163185,3.7
8,"{'YGL125W': 32, 'YLR044C': 32, 'YCR105W': 0, 'YGR208W': 0, 'YDL245C': 0, 'YDR178W': 0, 'YJR095W': 0, 'YFL030W': 0, 'YHR025W': 0.5, 'YOL049W': 0}",10,0.00015799955707088682,0.03300405741105456,3.7
6,"{'YGL125W': 32, 'YLR044C': 32, 'YCR105W': 0, 'YGR208W': 0, 'YDL245C': 0, 'YDR178W': 0, 'YJR095W': 0, 'YFL030W': 0, 'YBR291C': 16}",9,0.010204681051207278,1.0595316044885732,3.3333333333333335
1,"{'YGL125W': 32, 'YLR044C': 32, 'YHR144C': 8, 'YAL054C': 32, 'YGR208W': 0, 'YDR178W': 0, 'YDR287W': 32, 'YMR009W': 0, 'YBR291C': 16, 'YJL153C': 8}",10,0.01028815242931426,1.0607623828644843,1.5
54,"{'YGL125W': 32, 'YLR044C': 32, 'YHR144C': 8, 'YAL054C': 32, 'YGR208W': 0, 'YDR178W': 0, 'YBR127C': 0, 'YMR009W': 0, 'YBR291C': 16, 'YJL153C': 8}",10,0.010386634588645364,1.0606849570552903,2.0
52,"{'YGL125W': 32, 'YLR044C': 32, 'YAL054C': 32, 'YGR208W': 0, 'YDL245C': 0, 'YDR178W': 0, 'YMR009W': 0, 'YBR291C': 16, 'YOL049W': 0, 'YPR145W': 8}",10,0.010572539977483022,1.0604973447398933,2.5
88,"{'YGL125W': 32, 'YLR044C': 32, 'YHR144C': 8, 'YAL054C': 32, 'YGR208W': 0, 'YDR178W': 0, 'YDR287W': 32, 'YBR291C': 16, 'YDL100C': 0.25, 'YGR007W': 0.5}",10,0.010731719244247245,1.0604925765243045,1.4
34,"{'YGL125W': 32, 'YLR044C': 32, 'YGR208W': 0, 'YDL245C': 0, 'YDR178W': 0, 'YMR009W': 0, 'YIL124W': 0, 'YOR347C': 2, 'YBR291C': 16, 'YOL049W': 0}",10,0.011004653056987298,1.0599273141059178,3.0
43,"{'YGL125W': 32, 'YLR044C': 32, 'YAL054C': 32, 'YGR208W': 0, 'YBR127C': 0, 'YMR009W': 0, 'YKL067W': 0.125, 'YDR178W': 0.0625, 'YBR291C': 16, 'YJL153C': 8}",10,0.011163937288043251,1.0602301584761622,1.9
78,"{'YGL125W': 32, 'YLR044C': 32, 'YAL054C': 32, 'YDR178W': 0.125, 'YGR208W': 0, 'YDL245C': 0, 'YOL049W': 0, 'YMR009W': 0, 'YBR291C': 16, 'YJL153C': 8}",10,0.011202496522660756,1.0602068431767442,2.2
49,"{'YGL125W': 32, 'YLR044C': 32, 'YAL054C': 32, 'YDR178W': 0.0625, 'YDR287W': 32, 'YMR009W': 0, 'YBR291C': 16, 'YHR144C': 16, 'YGR208W': 0.03125}",9,0.011230489380947718,1.0601914283592064,1.0
31,"{'YGL125W': 32, 'YLR044C': 32, 'YAL054C': 32, 'YCR105W': 0, 'YGR208W': 0, 'YDR178W': 0, 'YER060W-A': 0, 'YJR095W': 0, 'YBR291C': 16}",9,0.011598269931907034,1.0598641388166652,2.7777777777777777
41,"{'YGL125W': 32, 'YLR044C': 32, 'YGR208W': 0, 'YDR178W': 0, 'YMR009W': 0, 'YBR291C': 16, 'YHR144C': 16, 'YJL153C': 8}",8,0.012159790828346048,1.0591918063688814,1.875
36,"{'YGL125W': 32, 'YLR044C': 32, 'YAL054C': 16, 'YGR208W': 0, 'YDR178W': 0, 'YDR287W': 32, 'YDL245C': 0, 'YMR293C': 0.0625, 'YBR291C': 16, 'YPR145W': 8}",10,0.012967198760910967,1.0591393944978797,1.7
29,"{'YGL125W': 32, 'YLR044C': 32, 'YGR208W': 0, 'YDR178W': 0, 'YHR144C': 4, 'YMR009W': 0, 'YBR291C': 16, 'YJL153C': 8}",8,0.013297176766490448,1.0586239259152137,1.875
93,"{'YGL125W': 32, 'YLR044C': 32, 'YGR208W': 0, 'YDR178W': 0, 'YBR291C': 16, 'YJL153C': 8, 'YOL049W': 0}",7,0.013658139236946731,1.0583928120154993,2.142857142857143
59,"{'YGL125W': 32, 'YLR044C': 32, 'YCR105W': 0, 'YGR208W': 0, 'YDR178W': 0, 'YDL245C': 0, 'YJR095W': 0, 'YBR291C': 16}",8,0.014120422943539216,1.0579779155546603,3.125
38,"{'YGL125W': 32, 'YLR044C': 32, 'YGR208W': 0, 'YDL245C': 0, 'YBR127C': 0, 'YIL124W': 0, 'YJR095W': 0, 'YDR178W': 0.0625, 'YBR291C': 16, 'YPL234C': 0.03125}",10,0.014157459744744947,1.0579542595895588,2.9
