,Modification,Size,BPCY,WYIELD,ModificationType
1,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YLR447C': 0, 'YJR095W': 0, 'YLL048C': 0, 'YIL053W': 0, 'YBR199W': 0, 'YIL066C': 0, 'YOL086C': 0, 'YOL033W': 0}",16,-0.0,0.010238974815594836,3.125
4,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YLR447C': 0, 'YIL053W': 0, 'YBR199W': 0, 'YMR006C': 0, 'YIL066C': 0, 'YOL086C': 0, 'YHR020W': 0.125, 'YOL033W': 0}",16,-0.0,0.538668142182426,2.9375
6,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YJR095W': 0, 'YLR447C': 0, 'YLL048C': 0, 'YIL053W': 0, 'YBR199W': 0, 'YIL066C': 0, 'YOL086C': 0}",15,-0.0,0.010238974818346515,3.0
5,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YCR012W': 0, 'YLL048C': 0, 'YJL121C': 0, 'YBR199W': 0, 'YCR098C': 0, 'YGL125W': 32, 'YOL064C': 0, 'YIL066C': 0}",16,0.015407004019738763,1.0625362898010882,2.8125
92,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YCR012W': 0, 'YLL048C': 0, 'YJL121C': 0, 'YBR199W': 0, 'YCR098C': 0, 'YGL125W': 32, 'YOL064C': 0, 'YIL066C': 0}",16,0.015407004093764803,1.06253628977664,2.8125
44,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YER052C': 0.125, 'YIL053W': 0, 'YLL048C': 0, 'YBR199W': 0, 'YCR098C': 0, 'YGL125W': 32, 'YIL066C': 0, 'YHR002W': 0}",16,0.015852359886114206,1.197098235489559,2.625
50,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YER052C': 0.125, 'YLL048C': 0, 'YBR199W': 0, 'YCR098C': 0, 'YGL125W': 32, 'YIL066C': 0, 'YHR002W': 0}",15,0.015852359886114258,1.1970982354895527,2.466666666666667
2,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YER052C': 0.125, 'YLL048C': 0, 'YBR199W': 0, 'YCR098C': 0, 'YIL066C': 0, 'YGL125W': 32, 'YOL033W': 0, 'YNR043W': 0.125}",16,0.0158541125821991,1.2824662981976325,2.4375
90,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YER052C': 0.125, 'YLL048C': 0, 'YBR199W': 0, 'YCR098C': 0, 'YGL125W': 32, 'YNR043W': 0.25, 'YIL066C': 0, 'YOR175C': 0}",16,0.015854446731403272,1.282179096184049,2.4375
47,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YLR447C': 0, 'YER052C': 0.125, 'YLL048C': 0, 'YBR199W': 0, 'YOR175C': 0, 'YCR098C': 0, 'YGL125W': 32, 'YIL066C': 0}",16,0.015854446742153458,1.1884308687986476,2.625
