,Unnamed: 0,Modification,Size,BPCY,WYIELD,ModificationType,Curcumina,Biomassa
0,1,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YLR447C': 0, 'YJR095W': 0, 'YLL048C': 0, 'YIL053W': 0, 'YBR199W': 0, 'YIL066C': 0, 'YOL086C': 0, 'YOL033W': 0}",16,-0.0,0.0102389748155948,3.125,0.0,0.49585974492402607
1,4,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YLR447C': 0, 'YIL053W': 0, 'YBR199W': 0, 'YMR006C': 0, 'YIL066C': 0, 'YOL086C': 0, 'YHR020W': 0.125, 'YOL033W': 0}",16,-0.0,0.538668142182426,2.9375,0.0,0.11836746127673958
2,6,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YJR095W': 0, 'YLR447C': 0, 'YLL048C': 0, 'YIL053W': 0, 'YBR199W': 0, 'YIL066C': 0, 'YOL086C': 0}",15,-0.0,0.0102389748183465,3.0,0.0,0.4958597449240263
3,5,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YCR012W': 0, 'YLL048C': 0, 'YJL121C': 0, 'YBR199W': 0, 'YCR098C': 0, 'YGL125W': 32, 'YOL064C': 0, 'YIL066C': 0}",16,0.0154070040197387,1.0625362898010882,2.8125,1.0616271056737652,0.1451316002914801
4,92,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YCR012W': 0, 'YLL048C': 0, 'YJL121C': 0, 'YBR199W': 0, 'YCR098C': 0, 'YGL125W': 32, 'YOL064C': 0, 'YIL066C': 0}",16,0.0154070040937648,1.06253628977664,2.8125,1.0616271056737652,0.1451316002914801
5,44,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YER052C': 0.125, 'YIL053W': 0, 'YLL048C': 0, 'YBR199W': 0, 'YCR098C': 0, 'YGL125W': 32, 'YIL066C': 0, 'YHR002W': 0}",16,0.0158523598861142,1.197098235489559,2.625,1.062571975379285,0.11836746127674046
6,50,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YER052C': 0.125, 'YLL048C': 0, 'YBR199W': 0, 'YCR098C': 0, 'YGL125W': 32, 'YIL066C': 0, 'YHR002W': 0}",15,0.0158523598861142,1.1970982354895527,2.466666666666667,1.062571975379285,0.11836746127674046
7,2,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YER052C': 0.125, 'YLL048C': 0, 'YBR199W': 0, 'YCR098C': 0, 'YIL066C': 0, 'YGL125W': 32, 'YOL033W': 0, 'YNR043W': 0.125}",16,0.0158541125821991,1.2824662981976325,2.4375,1.0625719753792853,0.11836746127674014
8,90,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YER052C': 0.125, 'YLL048C': 0, 'YBR199W': 0, 'YCR098C': 0, 'YGL125W': 32, 'YNR043W': 0.25, 'YIL066C': 0, 'YOR175C': 0}",16,0.0158544467314032,1.282179096184049,2.4375,1.062606315778213,0.11836746127674032
9,47,"{'YPR060C': 12, 'YBR249C': 12, 'YDR127W': 12, 'YGL148W': 12, 'YDR035W': 12, 'YBR166C': 12, 'YLR134W': 0, 'YDR380W': 0, 'YLR447C': 0, 'YER052C': 0.125, 'YLL048C': 0, 'YBR199W': 0, 'YOR175C': 0, 'YCR098C': 0, 'YGL125W': 32, 'YIL066C': 0}",16,0.0158544467421534,1.1884308687986476,2.625,1.062606315778213,0.11836746127674032
