,Modification,Size,BPCY,WYIELD,ModificationType
0,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YNR019W': 0, 'YLR081W': 0, 'YJR009C': 0, 'YLR231C': 0, 'YKR097W': 0, 'YOR025W': 0, 'YGR247W': 0, 'YKL141W': 0}",16,-0.0,0.021645788254127486,3.125
1,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YNR019W': 0, 'YLR081W': 0, 'YJR009C': 0, 'YER060W-A': 0, 'YOR025W': 0, 'YIL125W': 0, 'YDR158W': 0.125, 'YKL141W': 0}",16,-0.0,0.5386681365490052,2.9375
6,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YLR081W': 0, 'YJR009C': 0, 'YGL125W': 32, 'YDR158W': 32, 'YKL141W': 0.03125, 'YKR097W': 0, 'YOR025W': 0, 'YNR019W': 4}",16,0.009455528489677291,0.9805418499335175,2.0
62,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YNR019W': 0, 'YLR081W': 0, 'YGL125W': 32, 'YJR019C': 0.03125, 'YDR158W': 32, 'YKL141W': 0.03125, 'YOR025W': 0, 'YBR265W': 0.5}",16,0.009460706118045486,0.9805303380021526,1.9375
3,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YDR158W': 16, 'YGL125W': 32, 'YLR153C': 32, 'YKL141W': 0.03125, 'YLR092W': 32, 'YER023W': 2, 'YOL058W': 8, 'YLR044C': 32}",16,0.00954066373317525,0.9831973713650441,0.75
72,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YAR015W': 8, 'YGL125W': 32, 'YLR153C': 32, 'YER023W': 2, 'YDR158W': 16, 'YKL141W': 0, 'YLR044C': 32}",15,0.009684735520596916,0.9829447774247227,1.0
61,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YAR015W': 8, 'YKL141W': 0.0625, 'YGL125W': 32, 'YLR153C': 32, 'YER023W': 2, 'YDR158W': 16, 'YLR044C': 32}",15,0.009725764813879595,0.9828668184474766,0.8
60,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YDR158W': 16, 'YLR153C': 32, 'YGL125W': 32, 'YHR002W': 32, 'YLR092W': 32, 'YOL058W': 8, 'YKL141W': 0, 'YLR044C': 32}",16,0.009787766712165242,0.9826666930254371,0.9375
81,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YAL038W': 2, 'YOL058W': 32, 'YGL125W': 32, 'YKR097W': 0, 'YMR208W': 0.5, 'YKL085W': 0.0625, 'YKL141W': 0.125, 'YDR158W': 16}",16,0.0101406885264391,0.9818926873696264,1.3125
80,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YAL038W': 2, 'YOL058W': 32, 'YGL125W': 32, 'YKR097W': 0, 'YMR208W': 0.5, 'YKL085W': 0.0625, 'YKL141W': 0.125, 'YDR158W': 16}",16,0.010140691023804445,0.9818926840149154,1.3125
70,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YNR019W': 0, 'YAL038W': 2, 'YOL058W': 32, 'YGL125W': 32, 'YER060W-A': 0, 'YKR097W': 0, 'YDR158W': 16, 'YKL141W': 0}",16,0.01049407649076909,0.9811009674884226,1.875
85,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YNR019W': 0, 'YAL038W': 2, 'YKL141W': 0.0625, 'YOL058W': 32, 'YGL125W': 32, 'YER060W-A': 0, 'YKR097W': 0, 'YDR158W': 16}",16,0.01051442613535938,0.9810615287182511,1.6875
12,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YDR158W': 16, 'YGL125W': 32, 'YLR153C': 32, 'YKL085W': 0.125, 'YLR092W': 32, 'YOL058W': 8, 'YKL141W': 0, 'YLR044C': 32}",16,0.010807548320218994,0.9810602904156014,1.0625
77,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YOL058W': 8, 'YGL125W': 32, 'YLR153C': 32, 'YER060W-A': 0, 'YLR092W': 32, 'YDR158W': 16, 'YKL141W': 0, 'YLR044C': 32}",16,0.011556308654696168,0.9792785247180182,1.25
10,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YLR153C': 32, 'YGL125W': 32, 'YHR002W': 32, 'YKL141W': 0.03125, 'YLR092W': 32, 'YKL085W': 0.0625, 'YDR158W': 16, 'YLR044C': 32}",16,0.011749672790544606,0.9792647382066635,0.875
42,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YAL038W': 2, 'YOL058W': 32, 'YGL125W': 32, 'YLR153C': 32, 'YHR002W': 32, 'YER060W-A': 0, 'YKL141W': 0.03125, 'YKR097W': 0}",16,0.012453369433364819,0.9778448747185209,1.375
89,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YLR153C': 32, 'YGL125W': 32, 'YHR002W': 32, 'YKL141W': 0.03125, 'YLR092W': 32, 'YDR158W': 16, 'YLR044C': 32}",15,0.012525530496116866,0.9773934870349932,0.8
86,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YGL125W': 32, 'YLR153C': 32, 'YLR231C': 0, 'YLR092W': 32, 'YKL085W': 0.0625, 'YDR158W': 16, 'YKL141W': 0, 'YLR044C': 32}",16,0.013484444002442447,0.9759757062896537,1.375
38,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YAL038W': 2, 'YOL058W': 32, 'YGL125W': 32, 'YHR002W': 32, 'YER060W-A': 0, 'YER023W': 4, 'YKR097W': 0, 'YKL141W': 0}",16,0.01357486132140535,0.9750825181329564,1.5625
67,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YHL003C': 0.03125, 'YAL038W': 2, 'YOL058W': 32, 'YGL125W': 32, 'YLR153C': 32, 'YER060W-A': 0, 'YKR097W': 0, 'YKL141W': 0}",16,0.014404000574266643,0.9741234074011608,1.6875
90,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YAL038W': 2, 'YOL058W': 32, 'YGL125W': 32, 'YHR002W': 32, 'YER060W-A': 0, 'YKR097W': 0, 'YER023W': 2, 'YKL141W': 0}",16,0.014918166798983949,0.9724537446125052,1.5625
68,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YAL038W': 2, 'YGL125W': 32, 'YLR153C': 32, 'YKL141W': 0.03125, 'YLR044C': 32, 'YER023W': 2, 'YDR158W': 16, 'YGR124W': 8}",16,0.015406470909024101,0.9719176178456308,0.75
