,Unnamed: 0,Modification,Size,BPCY,WYIELD,ModificationType,Curcumina,Biomassa
0,0,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YNR019W': 0, 'YLR081W': 0, 'YJR009C': 0, 'YLR231C': 0, 'YKR097W': 0, 'YOR025W': 0, 'YGR247W': 0, 'YKL141W': 0}",16,-0.0,0.0216457882541274,3.125,0.0,0.6560109941244389
1,1,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YNR019W': 0, 'YLR081W': 0, 'YJR009C': 0, 'YER060W-A': 0, 'YOR025W': 0, 'YIL125W': 0, 'YDR158W': 0.125, 'YKL141W': 0}",16,-0.0,0.5386681365490052,2.9375,0.0,0.11836746127673949
2,6,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YLR081W': 0, 'YJR009C': 0, 'YGL125W': 32, 'YDR158W': 32, 'YKL141W': 0.03125, 'YKR097W': 0, 'YOR025W': 0, 'YNR019W': 4}",16,0.0094555284896772,0.9805418499335176,2.0,0.9884585602073516,0.09569489433826489
3,62,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YNR019W': 0, 'YLR081W': 0, 'YGL125W': 32, 'YJR019C': 0.03125, 'YDR158W': 32, 'YKL141W': 0.03125, 'YOR025W': 0, 'YBR265W': 0.5}",16,0.0094607061180454,0.9805303380021526,1.9375,0.9884515775845756,0.09574773295177848
4,3,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YDR158W': 16, 'YGL125W': 32, 'YLR153C': 32, 'YKL141W': 0.03125, 'YLR092W': 32, 'YER023W': 2, 'YOL058W': 8, 'YLR044C': 32}",16,0.0095406637331752,0.983197371365044,0.75,0.9883779483158758,0.09630489730062124
5,72,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YAR015W': 8, 'YGL125W': 32, 'YLR153C': 32, 'YER023W': 2, 'YDR158W': 16, 'YKL141W': 0, 'YLR044C': 32}",15,0.0096847355205969,0.9829447774247227,1.0,0.9881828750301173,0.09778104777930866
6,61,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YAR015W': 8, 'YKL141W': 0.0625, 'YGL125W': 32, 'YLR153C': 32, 'YER023W': 2, 'YDR158W': 16, 'YLR044C': 32}",15,0.0097257648138795,0.9828668184474766,0.8,0.9881272760921519,0.09820177375710151
7,60,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YDR158W': 16, 'YLR153C': 32, 'YGL125W': 32, 'YHR002W': 32, 'YLR092W': 32, 'YOL058W': 8, 'YKL141W': 0, 'YLR044C': 32}",16,0.0097877667121652,0.9826666930254372,0.9375,0.9880370425272376,0.09888458544771371
8,81,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YAL038W': 2, 'YOL058W': 32, 'YGL125W': 32, 'YKR097W': 0, 'YMR208W': 0.5, 'YKL085W': 0.0625, 'YKL141W': 0.125, 'YDR158W': 16}",16,0.0101406885264391,0.9818926873696264,1.3125,0.9875285355761497,0.10273253816120347
9,80,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YAL038W': 2, 'YOL058W': 32, 'YGL125W': 32, 'YKR097W': 0, 'YMR208W': 0.5, 'YKL085W': 0.0625, 'YKL141W': 0.125, 'YDR158W': 16}",16,0.0101406910238044,0.9818926840149154,1.3125,0.9875285355761497,0.10273253816120347
10,70,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YNR019W': 0, 'YAL038W': 2, 'YOL058W': 32, 'YGL125W': 32, 'YER060W-A': 0, 'YKR097W': 0, 'YDR158W': 16, 'YKL141W': 0}",16,0.010494076490769,0.9811009674884226,1.875,0.9870488445219777,0.10636243641449272
11,85,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YNR019W': 0, 'YAL038W': 2, 'YKL141W': 0.0625, 'YOL058W': 32, 'YGL125W': 32, 'YER060W-A': 0, 'YKR097W': 0, 'YDR158W': 16}",16,0.0105144261353593,0.9810615287182513,1.6875,0.9870212070772777,0.10657157333995466
12,12,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YDR158W': 16, 'YGL125W': 32, 'YLR153C': 32, 'YKL085W': 0.125, 'YLR092W': 32, 'YOL058W': 8, 'YKL141W': 0, 'YLR044C': 32}",16,0.0108075483202189,0.9810602904156014,1.0625,0.9866611152084942,0.10929644559711633
13,77,"{'YPR060C': 8, 'YBR249C': 8, 'YDR127W': 8, 'YGL148W': 8, 'YDR035W': 8, 'YBR166C': 8, 'YLR134W': 0, 'YDR380W': 0, 'YOL058W': 8, 'YGL125W': 32, 'YLR153C': 32, 'YER060W-A': 0, 'YLR092W': 32, 'YDR158W': 16, 'YKL141W': 0, 'YLR044C': 32}",16,0.0115563086546961,0.9792785247180182,1.25,0.9856396018219695,0.11702639933548079
